SEXO,ESTADO,ADH,PD,CSAT,AHT,email_identifier,PERFORMANCE_GROUP,Extroversion,Agreeableness,Conscientiousness,EmotionalStability,OpennessToExperience
,,,,,,680,,24.0,39.0,27.0,29.0,31.0
,,,,,,681,,34.0,39.0,40.0,34.0,37.0
,,,,,,682,,40.0,41.0,42.0,26.0,36.0
,,,,,,683,,28.0,41.0,34.0,35.0,39.0
,,,,,,684,,34.0,39.0,47.0,32.0,39.0
,,,,,,685,,33.0,44.0,43.0,39.0,35.0
,,,,,,686,,35.0,42.0,47.0,46.0,42.0
,,,,,,687,,31.0,41.0,43.0,35.0,39.0
,,,,,,688,,34.0,38.0,48.0,39.0,46.0
,,,,,,689,,22.0,33.0,31.0,37.0,33.0
,,,,,,690,,32.0,48.0,45.0,41.0,41.0
,,,,,,691,,42.0,37.0,42.0,38.0,44.0
,,,,,,692,,40.0,47.0,45.0,42.0,49.0
,,,,,,693,,32.0,47.0,45.0,42.0,38.0
,,,,,,694,,33.0,45.0,35.0,37.0,40.0
,,,,,,695,,36.0,48.0,47.0,35.0,45.0
,,,,,,696,,36.0,45.0,45.0,43.0,42.0
,,,,,,697,,38.0,49.0,50.0,40.0,46.0
,,,,,,698,,35.0,44.0,45.0,28.0,43.0
,,,,,,699,,35.0,43.0,46.0,39.0,42.0
,,,,,,700,,0.0,0.0,4.0,0.0,0.0
,,,,,,701,,32.0,50.0,46.0,41.0,45.0
,,,,,,702,,37.0,47.0,47.0,42.0,44.0
,,,,,,703,,38.0,49.0,48.0,43.0,43.0
,,,,,,704,,38.0,46.0,49.0,43.0,41.0
,,,,,,705,,33.0,41.0,39.0,37.0,36.0
,,,,,,706,,32.0,39.0,37.0,36.0,37.0
,,,,,,707,,39.0,46.0,46.0,37.0,42.0
,,,,,,708,,33.0,43.0,40.0,30.0,36.0
,,,,,,709,,35.0,40.0,42.0,38.0,40.0
,,,,,,710,,33.0,42.0,34.0,32.0,37.0
,,,,,,711,,1.0,0.0,0.0,3.0,0.0
,,,,,,712,,42.0,48.0,50.0,46.0,45.0
,,,,,,713,,34.0,44.0,41.0,38.0,40.0
,,,,,,714,,31.0,49.0,47.0,40.0,35.0
,,,,,,715,,34.0,38.0,41.0,36.0,37.0
,,,,,,716,,32.0,37.0,38.0,36.0,33.0
,,,,,,717,,34.0,43.0,46.0,41.0,44.0
,,,,,,718,,35.0,37.0,42.0,39.0,35.0
,,,,,,719,,26.0,35.0,38.0,37.0,38.0
,,,,,,720,,34.0,37.0,38.0,30.0,37.0
,,,,,,721,,42.0,50.0,50.0,50.0,50.0
,,,,,,722,,37.0,47.0,43.0,42.0,42.0
,,,,,,723,,37.0,43.0,44.0,39.0,44.0
,,,,,,724,,37.0,36.0,40.0,33.0,41.0
,,,,,,725,,39.0,40.0,50.0,46.0,38.0
,,,,,,726,,31.0,49.0,49.0,42.0,48.0
,,,,,,727,,47.0,44.0,48.0,38.0,44.0
,,,,,,728,,42.0,47.0,50.0,38.0,43.0
,,,,,,729,,38.0,50.0,49.0,48.0,48.0
,,,,,,730,,37.0,45.0,46.0,36.0,45.0
,,,,,,731,,29.0,41.0,39.0,35.0,36.0
,,,,,,732,,37.0,40.0,41.0,35.0,38.0
,,,,,,733,,0.0,0.0,4.0,0.0,0.0
,,,,,,734,,29.0,41.0,45.0,39.0,36.0
,,,,,,735,,36.0,37.0,45.0,39.0,35.0
,,,,,,736,,31.0,32.0,33.0,30.0,38.0
,,,,,,737,,37.0,39.0,45.0,31.0,39.0
,,,,,,738,,26.0,45.0,42.0,31.0,36.0
,,,,,,739,,37.0,46.0,44.0,39.0,42.0
,,,,,,740,,32.0,39.0,41.0,41.0,33.0
,,,,,,741,,36.0,49.0,47.0,39.0,44.0
,,,,,,742,,32.0,38.0,37.0,29.0,33.0
,,,,,,743,,31.0,40.0,35.0,29.0,36.0
,,,,,,744,,40.0,50.0,47.0,41.0,39.0
,,,,,,745,,33.0,46.0,47.0,39.0,42.0
,,,,,,746,,38.0,48.0,45.0,37.0,44.0
,,,,,,747,,39.0,50.0,49.0,44.0,46.0
,,,,,,748,,33.0,41.0,43.0,44.0,39.0
,,,,,,749,,34.0,43.0,41.0,34.0,39.0
,,,,,,750,,32.0,43.0,40.0,35.0,35.0
,,,,,,751,,36.0,34.0,37.0,34.0,33.0
,,,,,,752,,33.0,36.0,40.0,42.0,42.0
,,,,,,753,,22.0,38.0,37.0,31.0,27.0
,,,,,,754,,29.0,50.0,44.0,42.0,41.0
,,,,,,755,,35.0,48.0,50.0,43.0,46.0
,,,,,,756,,36.0,40.0,40.0,37.0,40.0
,,,,,,757,,34.0,43.0,45.0,37.0,37.0
,,,,,,758,,34.0,44.0,41.0,38.0,44.0
,,,,,,759,,31.0,43.0,39.0,33.0,31.0
,,,,,,760,,46.0,42.0,34.0,23.0,40.0
,,,,,,761,,26.0,39.0,34.0,36.0,44.0
,,,,,,762,,38.0,43.0,50.0,44.0,43.0
,,,,,,763,,34.0,42.0,47.0,43.0,43.0
,,,,,,764,,36.0,42.0,36.0,45.0,41.0
,,,,,,765,,36.0,43.0,45.0,35.0,44.0
,,,,,,766,,35.0,38.0,39.0,36.0,36.0
,,,,,,767,,34.0,42.0,48.0,35.0,41.0
,,,,,,768,,39.0,44.0,43.0,41.0,41.0
,,,,,,769,,39.0,47.0,42.0,27.0,41.0
,,,,,,770,,36.0,41.0,40.0,36.0,37.0
,,,,,,771,,37.0,38.0,46.0,37.0,43.0
,,,,,,772,,37.0,44.0,48.0,43.0,42.0
,,,,,,773,,36.0,44.0,43.0,33.0,40.0
,,,,,,774,,36.0,47.0,45.0,40.0,44.0
,,,,,,775,,2.0,0.0,0.0,0.0,0.0
,,,,,,776,,31.0,40.0,37.0,34.0,38.0
,,,,,,777,,30.0,42.0,45.0,37.0,32.0
,,,,,,778,,37.0,48.0,45.0,41.0,37.0
,,,,,,779,,26.0,42.0,36.0,37.0,38.0
,,,,,,780,,25.0,38.0,32.0,36.0,34.0
,,,,,,781,,32.0,42.0,40.0,37.0,41.0
,,,,,,782,,22.0,29.0,35.0,27.0,35.0
,,,,,,783,,42.0,50.0,48.0,42.0,43.0
,,,,,,784,,33.0,45.0,40.0,38.0,40.0
,,,,,,785,,32.0,49.0,47.0,44.0,41.0
,,,,,,786,,21.0,23.0,36.0,39.0,30.0
,,,,,,787,,31.0,44.0,43.0,39.0,38.0
,,,,,,788,,37.0,43.0,37.0,28.0,40.0
,,,,,,789,,50.0,50.0,46.0,46.0,42.0
,,,,,,790,,28.0,39.0,42.0,36.0,36.0
,,,,,,791,,37.0,40.0,41.0,32.0,45.0
,,,,,,792,,41.0,39.0,40.0,36.0,39.0
,,,,,,793,,39.0,46.0,42.0,39.0,38.0
,,,,,,794,,29.0,41.0,42.0,37.0,45.0
,,,,,,795,,31.0,40.0,40.0,36.0,39.0
,,,,,,796,,40.0,44.0,40.0,39.0,40.0
,,,,,,797,,0.0,0.0,0.0,0.0,3.0
,,,,,,798,,31.0,32.0,30.0,30.0,32.0
,,,,,,799,,40.0,42.0,45.0,41.0,36.0
,,,,,,800,,26.0,41.0,39.0,32.0,41.0
,,,,,,801,,6.0,19.0,28.0,7.0,12.0
,,,,,,802,,34.0,38.0,40.0,37.0,37.0
,,,,,,803,,28.0,36.0,47.0,26.0,39.0
,,,,,,804,,32.0,41.0,39.0,40.0,41.0
,,,,,,805,,34.0,45.0,49.0,38.0,47.0
,,,,,,806,,23.0,43.0,44.0,26.0,39.0
,,,,,,807,,36.0,35.0,43.0,34.0,39.0
,,,,,,808,,38.0,45.0,43.0,34.0,42.0
,,,,,,809,,30.0,38.0,41.0,33.0,40.0
,,,,,,810,,39.0,46.0,37.0,27.0,37.0
,,,,,,811,,36.0,38.0,38.0,37.0,37.0
,,,,,,812,,32.0,41.0,38.0,33.0,35.0
,,,,,,813,,30.0,46.0,41.0,44.0,35.0
,,,,,,814,,26.0,40.0,45.0,35.0,38.0
,,,,,,815,,32.0,41.0,46.0,40.0,43.0
,,,,,,816,,34.0,43.0,44.0,41.0,39.0
,,,,,,817,,41.0,48.0,50.0,43.0,47.0
,,,,,,818,,35.0,41.0,40.0,34.0,40.0
,,,,,,819,,31.0,39.0,45.0,45.0,42.0
,,,,,,820,,32.0,38.0,44.0,38.0,41.0
,,,,,,821,,16.0,13.0,12.0,25.0,22.0
,,,,,,822,,38.0,37.0,46.0,48.0,40.0
,,,,,,823,,32.0,45.0,50.0,38.0,40.0
,,,,,,824,,40.0,49.0,48.0,39.0,45.0
,,,,,,825,,35.0,47.0,48.0,37.0,44.0
,,,,,,826,,34.0,39.0,42.0,37.0,37.0
,,,,,,827,,31.0,41.0,32.0,27.0,44.0
,,,,,,828,,30.0,37.0,39.0,31.0,37.0
,,,,,,829,,37.0,46.0,44.0,38.0,43.0
,,,,,,830,,35.0,44.0,46.0,38.0,46.0
,,,,,,831,,41.0,34.0,19.0,36.0,31.0
,,,,,,832,,37.0,38.0,41.0,38.0,46.0
,,,,,,833,,41.0,50.0,49.0,43.0,44.0
,,,,,,834,,34.0,45.0,49.0,42.0,43.0
,,,,,,835,,34.0,40.0,41.0,29.0,39.0
,,,,,,836,,33.0,42.0,40.0,37.0,36.0
,,,,,,837,,31.0,38.0,47.0,32.0,38.0
,,,,,,838,,38.0,41.0,50.0,40.0,42.0
,,,,,,839,,35.0,42.0,45.0,34.0,42.0
,,,,,,840,,34.0,49.0,49.0,45.0,43.0
,,,,,,841,,25.0,37.0,40.0,39.0,42.0
,,,,,,842,,34.0,40.0,45.0,45.0,44.0
,,,,,,843,,34.0,46.0,43.0,41.0,36.0
,,,,,,844,,27.0,39.0,42.0,37.0,42.0
,,,,,,845,,39.0,49.0,47.0,40.0,42.0
,,,,,,846,,42.0,45.0,46.0,41.0,42.0
,,,,,,847,,26.0,35.0,37.0,33.0,38.0
,,,,,,848,,36.0,40.0,23.0,29.0,43.0
,,,,,,849,,27.0,34.0,46.0,41.0,35.0
,,,,,,850,,26.0,43.0,39.0,41.0,38.0
,,,,,,851,,22.0,36.0,42.0,25.0,34.0
,,,,,,852,,45.0,45.0,40.0,34.0,42.0
,,,,,,853,,37.0,45.0,47.0,36.0,43.0
,,,,,,854,,10.0,4.0,0.0,3.0,15.0
,,,,,,855,,26.0,44.0,46.0,29.0,41.0
,,,,,,856,,35.0,43.0,46.0,27.0,46.0
,,,,,,857,,29.0,50.0,44.0,29.0,44.0
,,,,,,858,,32.0,41.0,45.0,45.0,35.0
,,,,,,859,,33.0,37.0,35.0,33.0,37.0
,,,,,,860,,32.0,43.0,41.0,37.0,39.0
,,,,,,861,,40.0,50.0,50.0,42.0,48.0
,,,,,,862,,33.0,48.0,46.0,36.0,42.0
,,,,,,863,,33.0,39.0,39.0,38.0,40.0
,,,,,,864,,32.0,45.0,43.0,38.0,41.0
,,,,,,865,,31.0,44.0,45.0,38.0,45.0
,,,,,,866,,30.0,42.0,39.0,38.0,40.0
,,,,,,867,,27.0,45.0,46.0,42.0,41.0
,,,,,,868,,39.0,44.0,39.0,38.0,39.0
,,,,,,869,,32.0,49.0,47.0,44.0,37.0
,,,,,,870,,31.0,42.0,40.0,36.0,37.0
,,,,,,871,,38.0,48.0,48.0,44.0,40.0
,,,,,,872,,34.0,44.0,42.0,38.0,38.0
,,,,,,873,,38.0,46.0,45.0,43.0,44.0
,,,,,,874,,41.0,46.0,49.0,45.0,45.0
,,,,,,875,,35.0,43.0,47.0,42.0,37.0
,,,,,,876,,34.0,46.0,40.0,38.0,32.0
,,,,,,877,,37.0,42.0,41.0,38.0,39.0
,,,,,,878,,28.0,45.0,46.0,35.0,40.0
,,,,,,879,,25.0,38.0,41.0,29.0,36.0
,,,,,,880,,31.0,38.0,43.0,35.0,40.0
,,,,,,881,,37.0,48.0,50.0,43.0,48.0
,,,,,,882,,31.0,44.0,47.0,33.0,47.0
,,,,,,883,,34.0,38.0,40.0,36.0,38.0
,,,,,,884,,32.0,47.0,50.0,37.0,43.0
,,,,,,885,,38.0,43.0,41.0,37.0,41.0
,,,,,,886,,33.0,46.0,46.0,43.0,44.0
,,,,,,887,,34.0,42.0,39.0,34.0,33.0
,,,,,,888,,36.0,43.0,39.0,40.0,43.0
,,,,,,889,,30.0,38.0,41.0,38.0,41.0
,,,,,,890,,35.0,49.0,50.0,44.0,47.0
,,,,,,891,,28.0,43.0,44.0,33.0,34.0
